timestamp,ax,ay,az,gx,gy,gz
1781258418.05,0.0273,-0.0383,0.9628,0.0185,0.0158,-0.019
1781258418.1,0.0144,-0.0493,1.0244,0.0173,-0.0101,-0.0144
1781258418.15,-0.0165,-0.0035,1.0084,-0.0257,0.0234,0.0
1781258418.2,0.0294,-0.0242,1.0354,-0.018,-0.0054,0.0042
1781258418.25,0.0325,-0.022,1.0279,0.0079,-0.0194,0.0081
1781258418.3,0.3925,0.1599,1.6172,0.0818,0.0193,0.0619
1781258418.35,0.9092,0.3602,1.9566,0.1244,0.0588,0.0993
1781258418.4,1.2901,0.558,2.9357,0.1887,0.1097,0.158
1781258418.45,1.6793,0.6101,3.6358,0.2698,0.1663,0.2433
1781258418.5,1.3634,0.4967,3.1649,0.2231,0.1262,0.1487
1781258418.55,0.8448,0.3778,2.0727,0.141,0.0602,0.1326
1781258418.6,0.447,0.1652,1.6575,0.0372,0.0554,0.05
1781258418.65,-0.0096,-0.0031,1.0195,-0.0119,0.0097,0.0097
1781258418.7,-0.0184,-0.0435,0.9605,-0.0229,-0.0232,-0.0236
1781258418.75,-0.0241,-0.0284,0.9702,-0.0123,-0.0276,-0.0002
1781258418.8,-0.0234,-0.0203,1.0172,0.0201,0.0101,-0.0211
1781258418.85,-0.0328,0.0268,0.9756,0.0293,-0.0122,-0.0021
1781258418.9,-0.032,-0.0553,1.0302,0.0143,-0.0243,0.0155
1781258418.95,-0.0363,0.0196,0.9858,0.0073,0.0227,-0.0244
1781258419.0,0.0252,-0.0119,0.9772,0.021,0.018,0.0089
1781258419.05,-0.031,-0.053,0.9659,0.0054,0.0181,0.0107
1781258419.1,-0.0255,-0.017,1.0184,0.0284,-0.0222,0.0252
1781258419.15,-0.031,-0.0545,0.9814,0.0107,0.0161,0.0046
1781258419.2,0.0052,0.0204,1.0023,-0.0243,0.0097,-0.0151
1781258419.25,-0.0123,-0.0138,1.0058,-0.0267,0.0086,-0.0206
1781258419.3,0.0279,0.0443,0.9992,0.0282,-0.027,-0.0166
1781258419.35,0.0115,-0.0318,1.0301,0.0214,-0.0032,-0.0229
1781258419.4,-0.0002,-0.0477,1.0057,-0.0245,0.0063,0.0071
1781258419.45,-0.0156,-0.0352,1.045,-0.0267,-0.0166,-0.0027
1781258419.5,0.0048,-0.0032,1.0216,0.0156,-0.0167,-0.0095
1781258419.55,0.0264,-0.025,1.0202,-0.0202,-0.0216,0.013
1781258419.6,0.0177,0.0133,1.043,-0.0026,0.0169,0.013
1781258419.65,-0.0314,0.0512,1.0089,-0.003,0.0095,0.0274
1781258419.7,-0.0292,0.0036,1.0435,-0.001,0.0005,0.0253
1781258419.75,-0.0258,0.0277,0.9887,0.023,0.0002,-0.0069
1781258419.8,0.0384,0.0315,1.0464,-0.0028,-0.022,-0.0052
1781258419.85,0.016,-0.0241,1.0361,0.0261,0.008,-0.0179
1781258419.9,0.0099,-0.0186,1.0481,0.0275,0.0002,0.0117
1781258419.95,-0.0142,-0.0177,1.0071,-0.005,0.0149,0.0205
1781258420.0,-0.0171,0.037,0.9525,0.0102,-0.018,0.015
1781258420.05,-0.0171,0.0407,0.9795,-0.0281,0.0188,-0.0239
1781258420.1,0.0294,0.0438,1.0061,0.0171,0.0179,-0.0127
1781258420.15,0.0132,-0.0135,1.0476,0.0031,-0.0292,-0.0149
1781258420.2,0.0096,0.0444,1.0411,0.0089,0.0153,0.0028
1781258420.25,0.0083,0.0557,0.9677,-0.0188,-0.0196,0.0008
1781258420.3,-0.0098,0.0068,1.0084,-0.0102,0.0126,-0.0207
1781258420.35,-0.0277,-0.0539,1.0116,-0.0006,0.0044,-0.0085
1781258420.4,0.0227,-0.0336,0.9568,-0.005,0.0022,-0.0245
1781258420.45,-0.0223,-0.0202,0.9718,0.0018,0.0298,0.0194
1781258420.5,0.0385,0.0203,1.0404,0.0073,0.0275,0.011
1781258420.55,-0.0143,0.0534,1.004,0.0247,0.0193,-0.0075
1781258420.6,0.0242,-0.0547,0.9693,0.0269,-0.02,0.0274
1781258420.65,0.003,-0.0521,1.0274,-0.0045,-0.0238,0.0023
1781258420.7,0.0162,0.033,1.044,-0.0208,-0.0024,-0.0101
1781258420.75,-0.033,0.0353,1.0075,-0.0145,-0.0067,0.0078
1781258420.8,-0.0054,0.0208,1.0141,0.0154,0.0051,0.0121
1781258420.85,-0.0342,-0.0473,0.9801,0.0159,-0.0037,-0.0063
1781258420.9,0.0129,0.004,0.9891,0.0027,0.0276,-0.0214
1781258420.95,0.0142,0.0354,0.9873,0.0032,0.0033,-0.0226
1781258421.0,-0.0396,0.0045,0.9805,0.0242,-0.0094,-0.0052
1781258421.05,0.001,-0.0335,0.9694,0.018,0.0211,0.0211
1781258421.1,0.0346,-0.0046,0.9791,-0.0241,0.0135,-0.0008
1781258421.15,-0.0135,0.0187,1.012,-0.0109,-0.003,0.007
1781258421.2,-0.0155,0.0079,0.9816,-0.0297,-0.0152,-0.0167
1781258421.25,0.0192,0.0408,1.0233,-0.0022,-0.0085,-0.0117
1781258421.3,0.0041,0.0128,1.0359,0.0023,-0.0142,0.0232
1781258421.35,-0.0339,-0.0578,0.9531,-0.0057,0.0054,0.0244
1781258421.4,0.0041,0.0598,1.0275,-0.0166,0.0163,0.014
1781258421.45,-0.0167,0.0012,1.0002,0.0209,0.0184,0.0068
1781258421.5,-0.0267,-0.0065,1.0449,0.0281,0.0142,-0.001
1781258421.55,-0.0113,-0.0015,0.9869,-0.0176,0.0245,-0.0083
1781258421.6,-0.0024,-0.0544,0.9824,0.0013,0.0198,0.0201
1781258421.65,-0.0189,-0.0391,0.9865,0.0201,0.001,-0.0074
1781258421.7,0.0326,-0.0177,0.9987,0.0063,0.0001,-0.0217
1781258421.75,-0.0268,0.0172,0.9687,0.013,-0.0229,-0.0162
1781258421.8,0.0249,-0.0022,0.9711,0.02,-0.0287,-0.0274
1781258421.85,0.0059,0.0155,1.0072,-0.0145,-0.0192,0.0275
1781258421.9,0.0079,-0.0578,1.0162,-0.0249,-0.003,0.0296
1781258421.95,0.0294,0.0396,1.0295,-0.0191,0.0096,-0.0141
1781258422.0,0.0179,-0.0056,0.973,-0.0235,-0.0179,0.0216
1781258422.05,-0.0064,-0.0484,1.0115,0.017,0.0002,-0.0229
1781258422.1,-0.0014,0.0124,1.0397,0.009,0.0013,-0.0078
1781258422.15,-0.0365,-0.0325,1.029,0.0053,0.0145,0.0157
1781258422.2,0.0157,-0.0439,0.9733,-0.013,0.0226,-0.0055
1781258422.25,-0.0249,0.0347,0.9618,0.0093,0.0113,-0.011
1781258422.3,-0.011,0.0182,1.0355,-0.0081,-0.0135,0.0108
1781258422.35,0.0204,0.0341,0.987,-0.0148,-0.0116,-0.0093
1781258422.4,0.0164,0.0426,1.0248,0.012,-0.0203,-0.0171
1781258422.45,-0.008,0.0061,1.0207,0.0279,-0.0297,-0.0245
1781258422.5,-0.0284,-0.0078,0.9722,-0.0277,-0.0069,0.0291
1781258422.55,0.0091,0.0254,1.0446,0.0084,-0.0037,-0.0179
1781258422.6,0.0126,-0.0257,1.01,-0.0161,-0.0198,-0.0278
1781258422.65,-0.0209,-0.0411,1.028,-0.0063,0.0052,0.0011
1781258422.7,0.019,-0.0492,1.033,-0.0091,0.0278,-0.0134
1781258422.75,0.0085,0.0516,0.9761,-0.0236,-0.0257,-0.0123
1781258422.8,0.0358,0.0548,1.0313,0.0117,0.028,0.0038
1781258422.85,0.0216,0.0553,0.9961,-0.0284,-0.023,-0.0259
1781258422.9,0.0107,0.0212,0.9816,0.001,-0.0294,0.0199
1781258422.95,-0.0201,0.0208,0.9576,-0.0014,-0.0088,0.0237
1781258423.0,-0.0185,0.022,0.9999,0.0141,0.0224,-0.0176
1781258423.05,-0.02,-0.0413,1.042,0.0098,0.0068,0.0159
1781258423.1,0.0033,-0.0021,0.9992,0.0238,0.0221,-0.0006
1781258423.15,0.0388,-0.0264,1.0077,0.018,-0.0013,0.0024
1781258423.2,0.0002,0.0224,1.0477,-0.0024,0.0114,-0.0293
1781258423.25,-0.0231,-0.0209,0.976,-0.0158,-0.0017,0.0068
1781258423.3,-0.0107,-0.0347,0.9872,-0.0132,-0.0192,-0.0221
1781258423.35,0.0061,-0.048,0.9736,-0.0071,-0.0212,0.0275
1781258423.4,-0.028,-0.0388,1.0496,0.001,0.0132,0.0171
1781258423.45,-0.016,0.0081,1.0191,0.0188,-0.0014,0.0078
1781258423.5,-0.004,-0.0167,1.0432,-0.0288,-0.0227,0.022
1781258423.55,0.037,0.0091,0.9675,-0.0087,0.0104,-0.0008
1781258423.6,0.0189,-0.0143,1.0132,-0.0199,0.0185,-0.0098
1781258423.65,0.0105,0.0419,0.9662,-0.011,-0.0125,-0.014
1781258423.7,0.0116,-0.0066,0.9863,0.0279,-0.0052,-0.019
1781258423.75,-0.0382,0.0194,1.0201,-0.02,-0.0238,-0.0262
1781258423.8,0.0303,-0.0568,1.0265,-0.0143,-0.0207,0.0093
1781258423.85,0.0308,-0.0303,1.0126,0.0203,-0.0283,0.0098
1781258423.9,0.0288,-0.0029,1.0041,-0.0033,0.0282,0.0119
1781258423.95,-0.0258,0.0157,1.0064,0.0084,-0.0114,-0.0092
